order_id,pincode_id,pincode_rto_rate,pincode_tier,payment_mode,order_value,discount_pct,category,is_weekend_order,address_length,address_has_landmark,pin_matches_city,customer_tenure_days,customer_past_orders,customer_past_rto_count,customer_past_rto_rate,is_rto,_true_risk_prob
ORD000079,PIN0263,0.16689791901383302,2,COD,519.13,19.3,apparel,0,26,1,1,17,0,0,0.155,0,0.359
ORD000080,PIN0077,0.1899019233140115,1,Prepaid,2043.02,6.4,beauty,0,38,0,1,639,11,2,0.184,0,0.048
ORD000081,PIN0200,0.08728917709623112,2,Prepaid,2482.67,1.9,home,0,34,1,1,237,6,1,0.124,0,0.02
ORD000082,PIN0075,0.3561050407162092,2,COD,1897.51,4.3,home,1,72,0,1,305,9,2,0.259,1,0.528
ORD000083,PIN0043,0.037347311003300854,1,Prepaid,619.27,6.9,apparel,0,61,0,1,300,3,0,0.159,0,0.032
ORD000084,PIN0020,0.20505061420655793,1,COD,1256.59,0.0,home,0,13,0,1,108,1,0,0.165,0,0.524
ORD000085,PIN0030,0.16141970430743355,2,COD,1435.81,0.0,beauty,1,55,0,1,508,11,2,0.177,1,0.356
ORD000086,PIN0036,0.08284178114735373,3,Prepaid,2384.48,21.0,footwear,0,43,1,0,23,0,0,0.094,0,0.134
ORD000087,PIN0263,0.16689791901383302,2,Prepaid,655.06,30.3,beauty,0,19,0,1,214,2,0,0.196,0,0.163
ORD000088,PIN0057,0.1556157190694676,2,COD,2078.36,21.7,apparel,1,28,1,1,92,2,0,0.216,1,0.352
ORD000089,PIN0240,0.12395838000505166,1,COD,960.69,9.2,home,0,40,1,1,23,0,0,0.175,1,0.308
ORD000090,PIN0210,0.31081627181481286,1,COD,805.51,0.0,apparel,0,5,0,1,540,12,3,0.242,1,0.623
ORD000091,PIN0096,0.08766139781561612,2,Prepaid,1114.44,17.3,home,1,49,1,1,155,6,1,0.09,0,0.036
ORD000092,PIN0269,0.16817721963481505,2,COD,82.29,0.0,beauty,0,46,1,1,425,8,2,0.231,1,0.215
ORD000093,PIN0010,0.10588038760562166,2,COD,124.72,14.0,apparel,1,39,1,1,169,3,0,0.139,1,0.267
ORD000094,PIN0279,0.16028322934219974,1,Prepaid,173.04,5.4,apparel,0,45,1,1,637,8,1,0.187,0,0.029
ORD000095,PIN0152,0.17087336091455124,3,COD,1481.94,0.0,apparel,0,40,0,1,119,2,0,0.141,1,0.264
ORD000096,PIN0202,0.3777076233346446,1,COD,880.64,32.8,apparel,0,22,0,1,147,6,2,0.36,1,0.808
ORD000097,PIN0148,0.06319411057424783,2,COD,620.92,0.0,electronics,0,32,1,1,862,10,1,0.067,0,0.133
ORD000098,PIN0140,0.21265385060190026,3,COD,1040.21,10.7,home,0,29,1,1,63,0,0,0.253,1,0.276
ORD000099,PIN0193,0.24561833162778066,2,COD,2111.75,13.5,apparel,0,57,1,1,201,2,0,0.194,0,0.278
ORD000100,PIN0094,0.2827977123570768,3,Prepaid,1003.41,9.4,apparel,1,23,1,1,277,2,0,0.224,0,0.154
ORD000101,PIN0060,0.5407955692320056,2,Prepaid,417.46,20.6,footwear,0,33,1,1,32,2,1,0.303,0,0.108
ORD000102,PIN0152,0.17087336091455124,3,Prepaid,4670.1,6.1,apparel,1,45,0,1,59,0,0,0.183,0,0.089
ORD000103,PIN0130,0.2313331139934696,2,Prepaid,1080.98,19.6,footwear,0,14,1,1,194,3,0,0.157,0,0.102
ORD000104,PIN0220,0.4411853605605627,2,COD,2497.55,18.8,apparel,0,35,0,1,478,7,2,0.289,0,0.558
ORD000105,PIN0103,0.14686359912766067,3,COD,1909.88,0.0,footwear,0,45,1,1,638,11,2,0.2,0,0.197
ORD000106,PIN0266,0.20105193051315587,2,Prepaid,762.84,17.8,home,0,48,1,1,298,7,1,0.182,0,0.039
ORD000107,PIN0182,0.14478787604400445,3,COD,3244.86,2.4,apparel,0,51,1,1,792,15,3,0.211,1,0.265
ORD000108,PIN0198,0.40458255867058707,2,Prepaid,664.85,1.0,apparel,1,29,0,1,1051,21,6,0.271,0,0.119
ORD000109,PIN0194,0.2768781519474444,2,Prepaid,1463.23,18.5,apparel,0,22,1,1,709,11,3,0.237,0,0.127
ORD000110,PIN0176,0.22035230981956289,1,COD,1324.94,10.1,apparel,0,35,0,1,118,1,0,0.163,1,0.333
ORD000111,PIN0054,0.2536131832355048,3,COD,1417.85,19.5,electronics,0,48,1,1,685,9,2,0.22,0,0.313
ORD000112,PIN0015,0.1612409751583916,2,COD,2885.98,19.6,home,0,38,1,1,261,2,0,0.107,0,0.289
ORD000113,PIN0170,0.3311683196889837,1,COD,1102.66,0.0,home,0,22,0,1,4,0,0,0.321,1,0.779
ORD000114,PIN0020,0.20505061420655793,1,COD,1265.75,23.9,apparel,1,89,0,1,180,5,1,0.124,0,0.451
ORD000115,PIN0118,0.10553235910087899,1,COD,1312.71,18.4,home,0,28,1,1,43,0,0,0.236,0,0.244
ORD000116,PIN0278,0.07557933624203365,3,Prepaid,4105.23,8.0,apparel,0,18,1,1,43,1,0,0.064,0,0.069
ORD000117,PIN0114,0.09429357946075165,2,Prepaid,2370.19,13.4,apparel,0,30,1,1,67,1,0,0.158,0,0.027
ORD000118,PIN0097,0.08350735734777998,1,Prepaid,255.4,24.2,apparel,0,62,1,1,155,2,0,0.08,0,0.027
ORD000119,PIN0181,0.2557297621445905,3,COD,686.24,11.2,apparel,1,56,1,1,189,1,0,0.181,0,0.352
ORD000120,PIN0010,0.10588038760562166,2,COD,1161.77,40.4,apparel,1,80,1,1,648,6,1,0.162,0,0.371
ORD000121,PIN0096,0.08766139781561612,2,COD,2845.92,32.9,apparel,0,24,1,1,762,10,1,0.13,1,0.543
ORD000122,PIN0183,0.021054208464102726,1,COD,3033.71,16.4,electronics,0,38,0,1,24,0,0,0.128,0,0.435
ORD000123,PIN0056,0.09526888086892404,2,Prepaid,1053.62,12.3,footwear,0,65,1,1,226,6,0,0.068,0,0.022
ORD000124,PIN0217,0.08454080558982856,2,COD,667.41,12.8,beauty,0,24,1,1,204,1,0,0.095,0,0.363
ORD000125,PIN0231,0.3765652302855751,1,COD,942.5,7.8,footwear,0,68,1,1,229,5,1,0.291,1,0.368
ORD000126,PIN0096,0.08766139781561612,2,Prepaid,1193.85,16.5,apparel,0,45,1,1,425,8,1,0.114,0,0.025
ORD000127,PIN0025,0.18879443382778816,3,COD,892.28,23.3,footwear,0,29,1,1,217,4,1,0.218,0,0.292
ORD000128,PIN0141,0.07604489038465068,2,COD,2540.46,0.0,apparel,1,10,1,0,396,7,1,0.166,1,0.781
ORD000129,PIN0212,0.27274932736149954,1,COD,824.74,22.7,apparel,0,55,1,1,804,9,2,0.232,1,0.34
ORD000130,PIN0116,0.19943366426208856,2,Prepaid,525.35,26.2,apparel,0,74,1,1,39,0,0,0.136,0,0.04
ORD000131,PIN0299,0.25128662396021834,2,Prepaid,926.7,21.9,electronics,0,51,1,1,486,6,1,0.14,0,0.043
ORD000132,PIN0134,0.16060864625339236,2,COD,1375.1,13.4,apparel,0,52,1,1,380,6,1,0.122,1,0.213
ORD000133,PIN0205,0.14470001271385566,1,Prepaid,2572.63,21.4,home,0,50,0,1,53,0,0,0.26,0,0.085
ORD000134,PIN0184,0.2948675343213751,3,Prepaid,489.42,30.6,home,0,63,0,1,413,4,1,0.237,0,0.097
ORD000135,PIN0024,0.2513226518182671,3,Prepaid,1381.49,14.3,apparel,0,69,1,1,703,12,3,0.248,0,0.046
ORD000136,PIN0137,0.22319119485139746,1,COD,1412.45,15.3,home,0,5,1,1,267,2,0,0.147,0,0.479
ORD000137,PIN0199,0.2548041415909087,3,COD,1608.13,40.6,apparel,0,38,0,1,74,2,0,0.152,0,0.467
ORD000138,PIN0248,0.059205781564026436,2,Prepaid,824.14,18.7,apparel,1,32,0,1,265,4,1,0.133,0,0.056
ORD000139,PIN0021,0.11081589624148036,1,COD,1588.67,2.9,apparel,0,48,1,1,288,5,1,0.164,0,0.18
ORD000140,PIN0296,0.18053002044469238,2,Prepaid,1876.05,25.5,apparel,0,37,1,1,500,11,1,0.119,0,0.037
ORD000141,PIN0077,0.1899019233140115,1,Prepaid,817.0,19.8,apparel,0,53,1,0,154,3,1,0.179,0,0.118
ORD000142,PIN0219,0.1075270431373715,3,COD,1264.48,7.1,apparel,1,51,0,1,26,2,1,0.275,0,0.535
ORD000143,PIN0177,0.06227004072474524,3,Prepaid,971.52,1.8,apparel,0,6,1,0,22,0,0,0.228,0,0.274
ORD000144,PIN0045,0.11778983919317748,1,Prepaid,588.26,17.9,footwear,1,5,1,0,113,4,1,0.207,0,0.314
ORD000145,PIN0144,0.364923011242039,1,Prepaid,341.42,14.3,footwear,0,60,0,0,874,11,3,0.242,1,0.248
ORD000146,PIN0234,0.1283935139587208,2,COD,664.57,0.1,footwear,0,28,1,1,103,6,1,0.111,0,0.164
ORD000147,PIN0045,0.11778983919317748,1,Prepaid,704.87,13.9,apparel,0,79,1,1,173,2,0,0.115,0,0.026
ORD000148,PIN0063,0.08371105588997728,2,COD,336.23,13.2,apparel,0,62,1,1,54,1,0,0.108,0,0.179
ORD000149,PIN0035,0.02618888133818163,1,Prepaid,1514.59,14.3,beauty,0,9,0,1,27,0,0,0.142,0,0.142
ORD000150,PIN0033,0.04435552253412907,2,Prepaid,1969.77,20.9,beauty,0,29,1,1,422,4,0,0.056,0,0.022
ORD000151,PIN0130,0.2313331139934696,2,Prepaid,951.29,0.0,apparel,0,49,0,0,369,10,3,0.298,0,0.174
ORD000152,PIN0083,0.20019172067931276,1,COD,1063.11,1.7,home,0,36,0,1,322,4,0,0.121,0,0.276
ORD000153,PIN0048,0.05953686130987361,2,COD,743.82,9.2,footwear,0,41,1,1,67,0,0,0.268,1,0.209
ORD000154,PIN0288,0.1006295496297796,1,COD,1017.65,30.9,apparel,1,22,1,1,263,6,1,0.134,0,0.559
ORD000155,PIN0253,0.21270011367388433,2,COD,1597.11,43.4,footwear,0,51,0,1,7,0,0,0.161,1,0.594
ORD000156,PIN0156,0.3125517351760875,2,COD,1383.43,15.1,apparel,1,45,1,1,0,0,0,0.395,0,0.638
ORD000157,PIN0055,0.14581959327557492,2,Prepaid,1013.07,15.5,electronics,1,60,1,1,52,1,0,0.141,0,0.044
ORD000158,PIN0210,0.31081627181481286,1,COD,704.57,0.0,apparel,0,44,1,1,236,1,0,0.234,0,0.28
ORD000159,PIN0287,0.0980742982508405,1,Prepaid,1856.74,25.9,beauty,0,32,0,1,26,0,0,0.091,0,0.074
ORD000160,PIN0028,0.17457033883238962,3,Prepaid,764.77,20.4,apparel,0,47,0,1,69,0,0,0.163,0,0.055
ORD000161,PIN0222,0.2838482186160987,3,COD,362.58,18.4,beauty,1,52,1,1,101,1,0,0.236,1,0.422
ORD000162,PIN0136,0.02334406143818844,1,Prepaid,1209.43,0.0,apparel,0,45,1,1,431,9,1,0.063,0,0.02
ORD000163,PIN0109,0.08188580156604809,1,Prepaid,208.75,38.8,electronics,0,69,1,1,912,12,1,0.059,0,0.032
ORD000164,PIN0099,0.22455714953226596,3,COD,1342.74,33.2,home,0,23,1,1,206,8,1,0.161,1,0.56
ORD000165,PIN0032,0.1125112445860934,3,COD,1415.27,18.5,apparel,0,63,1,0,852,18,2,0.102,1,0.458
ORD000166,PIN0008,0.21382156642365382,1,Prepaid,658.68,26.9,beauty,0,20,0,1,1192,23,5,0.206,0,0.174
ORD000167,PIN0084,0.3366089221382588,2,Prepaid,738.62,15.6,footwear,1,58,0,1,54,0,0,0.287,0,0.131
ORD000168,PIN0050,0.3528860025129336,2,Prepaid,2042.83,24.9,footwear,0,5,0,1,7,1,0,0.232,0,0.342
ORD000169,PIN0079,0.33273636798380235,2,Prepaid,3847.94,0.0,footwear,1,39,1,1,139,0,0,0.186,0,0.078
ORD000170,PIN0169,0.049707931382895566,2,Prepaid,1108.24,0.0,apparel,1,64,1,1,90,1,0,0.07,0,0.024
ORD000171,PIN0108,0.3978454192026738,2,COD,669.93,0.0,electronics,1,36,1,1,58,0,0,0.258,1,0.426
ORD000172,PIN0211,0.1136149651497779,1,Prepaid,1424.47,5.3,home,0,42,0,1,169,0,0,0.124,0,0.035
ORD000173,PIN0024,0.2513226518182671,3,COD,982.85,7.3,footwear,0,50,0,1,725,9,2,0.253,0,0.38
ORD000174,PIN0113,0.23619703608082426,3,Prepaid,1356.53,20.4,apparel,0,5,0,1,85,0,0,0.17,0,0.157
ORD000175,PIN0276,0.2879002600445968,2,COD,1212.22,11.9,footwear,0,50,0,1,180,3,1,0.228,1,0.408
ORD000176,PIN0044,0.1133005032463249,2,COD,1234.79,14.7,electronics,0,25,1,1,185,4,1,0.175,1,0.215
ORD000177,PIN0271,0.10856135559503235,2,Prepaid,141.27,0.8,home,0,63,0,1,24,0,0,0.09,0,0.051
ORD000178,PIN0158,0.26324195978453147,1,COD,736.79,0.0,beauty,0,42,0,1,110,1,0,0.175,0,0.324
ORD000179,PIN0275,0.14779913792267438,3,Prepaid,680.78,15.5,apparel,0,49,1,1,250,6,0,0.08,0,0.027
ORD000180,PIN0251,0.1970314724318071,2,COD,672.87,8.5,apparel,0,20,0,1,230,6,1,0.135,0,0.539
ORD000181,PIN0154,0.055144526164834035,1,Prepaid,1683.04,15.1,apparel,0,60,0,0,30,0,0,0.161,0,0.119
ORD000182,PIN0235,0.29986877685320723,2,Prepaid,394.54,21.5,beauty,0,43,0,1,273,6,1,0.246,0,0.087
ORD000183,PIN0086,0.2321781775386277,1,COD,142.13,34.7,beauty,1,13,1,1,633,13,2,0.173,1,0.667
ORD000184,PIN0227,0.1964046074585869,3,Prepaid,660.57,14.8,electronics,0,33,1,1,36,0,0,0.168,0,0.035
ORD000185,PIN0053,0.25942751057307656,3,COD,552.46,36.8,beauty,0,57,0,1,239,2,0,0.184,1,0.47
ORD000186,PIN0243,0.11429433278022987,2,Prepaid,1113.9,19.9,beauty,1,46,0,1,114,1,0,0.137,0,0.066
ORD000187,PIN0290,0.12660614737952092,2,Prepaid,549.03,23.3,apparel,0,58,1,1,868,14,3,0.195,0,0.036
ORD000188,PIN0100,0.2520666975858372,2,Prepaid,875.56,27.6,apparel,0,36,1,1,103,1,0,0.246,0,0.057
ORD000189,PIN0228,0.15044575363342055,2,COD,779.95,23.6,electronics,1,68,1,1,188,2,0,0.203,0,0.35
ORD000190,PIN0288,0.1006295496297796,1,COD,2485.21,5.4,electronics,0,72,1,1,63,2,0,0.227,1,0.202
ORD000191,PIN0280,0.20881393589165134,1,Prepaid,561.32,28.0,footwear,1,8,1,1,229,3,1,0.28,1,0.188
ORD000192,PIN0211,0.1136149651497779,1,Prepaid,1613.16,10.5,footwear,0,55,1,1,167,0,0,0.152,0,0.026
ORD000193,PIN0229,0.08567069914876634,3,COD,1008.05,18.6,beauty,0,74,1,1,91,1,0,0.088,0,0.187
ORD000194,PIN0094,0.2827977123570768,3,COD,2073.52,16.6,apparel,0,53,1,1,230,2,1,0.258,1,0.334
ORD000195,PIN0166,0.31626333508388804,3,COD,2999.93,28.7,home,1,43,0,1,382,5,1,0.283,0,0.689
ORD000196,PIN0175,0.16552802363041927,3,Prepaid,996.07,19.7,apparel,1,17,1,1,126,1,0,0.115,0,0.116
ORD000197,PIN0231,0.3765652302855751,1,COD,215.75,0.0,electronics,1,37,1,1,663,15,4,0.241,0,0.405
ORD000198,PIN0079,0.33273636798380235,2,COD,397.16,40.1,footwear,0,33,0,0,150,4,1,0.311,1,0.828
ORD000199,PIN0063,0.08371105588997728,2,Prepaid,313.94,25.0,footwear,1,61,1,1,22,0,0,0.163,0,0.077
ORD000200,PIN0087,0.40978203380181466,3,COD,740.04,8.4,footwear,0,63,1,1,286,2,0,0.211,0,0.352
ORD000201,PIN0298,0.23071903073603278,1,Prepaid,648.89,1.4,apparel,0,40,1,1,7,0,0,0.189,0,0.055
ORD000202,PIN0202,0.3777076233346446,1,COD,1256.0,26.4,electronics,0,24,0,1,94,3,1,0.319,1,0.778
ORD000203,PIN0194,0.2768781519474444,2,Prepaid,1964.87,2.8,home,0,5,1,1,591,10,2,0.176,0,0.091
ORD000204,PIN0216,0.19203502063602926,2,Prepaid,192.32,24.6,apparel,0,55,1,1,219,7,1,0.127,0,0.038
ORD000205,PIN0226,0.2118414911064497,2,Prepaid,1066.67,27.8,home,0,53,1,1,143,2,0,0.173,0,0.045
ORD000206,PIN0158,0.26324195978453147,1,COD,574.8,7.2,apparel,0,5,0,1,387,5,1,0.229,0,0.618
ORD000207,PIN0145,0.19822149193013747,2,COD,1094.8,6.1,footwear,1,54,1,1,38,1,0,0.238,0,0.327
ORD000208,PIN0188,0.07732592795057032,3,Prepaid,742.51,9.4,electronics,1,61,0,1,1880,28,4,0.139,0,0.051
ORD000209,PIN0206,0.12920022168358922,2,COD,1741.95,3.1,apparel,1,5,0,1,328,6,1,0.224,0,0.614
ORD000210,PIN0145,0.19822149193013747,2,COD,423.28,17.8,footwear,0,23,1,1,21,0,0,0.115,1,0.595
ORD000211,PIN0167,0.4935862904591014,2,COD,606.23,19.5,home,0,93,0,1,207,2,1,0.379,0,0.634
ORD000212,PIN0163,0.1177622618451269,3,Prepaid,943.78,23.7,electronics,1,45,1,1,381,5,1,0.102,0,0.043
ORD000213,PIN0156,0.3125517351760875,2,Prepaid,805.64,5.0,footwear,0,89,1,1,8,0,0,0.276,0,0.081
ORD000214,PIN0150,0.20240653300047812,1,Prepaid,939.32,25.1,beauty,0,48,1,1,431,8,2,0.236,0,0.048
ORD000215,PIN0294,0.040004163438341296,1,Prepaid,245.06,3.1,beauty,0,66,1,1,1086,25,2,0.079,0,0.02
